ITEM_NAME,ITEM_CODE,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,TITLE
SAMPLER COLLECTION,12526,612173,8923225,COPENHABMN MAINLINE(288621),null,Unclassified 000000094382,52,61.17647059,Unclassified 000000094382,
SAN SIMEON CABERNET,0,0,1202464559,SPECIALTY BEAUTY,332000349,ING CAKE - LAYER/SHEET/CUPCAKE,1,100,GRANDMA'S COLE SLAW,
SAN SIMEON CABERNET,0,0,1202464559,SUPPLIES,873445435,ONIONS,1,100,BEEF RND MD CAB SIRLN TIP RST,
SAN SIMEON CABERNET,0,0,1202464559,TOYS & TRADING CARDS,873445435,FRESH BREAD & CAKE,1,100,BEEF RND MD CAB SIRLN TIP RST,
SAN SIMEON CABERNET,0,0,1202464559,CHRISTMAS CARDS,873445435,SPECIALTY & HARDBOND BOOKS,1,100,BEEF RND MD CAB SIRLN TIP RST,
SAN SIMEON CABERNET,432340,101587,1202464559,SAN SIMEON CABERNET,873445435,BEEF RND MD CAB SIRLN TIP RST,1,100,BEEF RND MD CAB SIRLN TIP RST,
SAN SIMEON CABERNET,432340,107838,1202464559,SAN SIMEON CABERNET,332000349,GRANDMA'S COLE SLAW,1,100,GRANDMA'S COLE SLAW,
SAN SIMEON CABERNET,432340,105118,1202464559,SAN SIMEON CABERNET,1200455526,GM CHEERIOS,1,100,GM CHEERIOS,
SAN SIMEON CABERNET,432340,103089,1202464559,SAN SIMEON CABERNET,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
SAND IN THE WIND,18192,13790,8920340,AVEENO SMART ESSENTIALS FACE(214067),8925007,ORE IDA FROZEN POTATOES(11786),8,66.66666667,EZ SQUEEZE PINEAPPLE FILLING,
SANDEMAN FOUNDERS RESV PORT,0,0,1200030831,FRENCH CHS & BRIE,1201389127,CHILDREN'S VIDEOS,1,50,SUSHIC SPECIAL ORDER,
SANDEMAN FOUNDERS RESV PORT,142268,103065,1200030831,SANDEMAN FOUNDERS RESV PORT,1201389127,SUSHIC SPECIAL ORDER,1,50,SUSHIC SPECIAL ORDER,
SANDEMAN FOUNDERS RESV PORT,142268,12290,1200030831,SANDEMAN FOUNDERS RESV PORT,8933817,YELLOWTAIL 1.5 LTR(154381),1,50,ORG ORANGE 4LB,
SANDWICH TOPPERS PLATTER,248755,121803,1201061327,SANDWICH TOPPERS PLATTER,349049626,BM OLIVE SLICED RIPE,1,100,BM OLIVE SLICED RIPE,
SANDWICH TOPPERS PLATTER,248755,12295,1201061327,SANDWICH TOPPERS PLATTER,8922777,NASOYA TOFU(276363),1,100,ZUM MIST SANDLEWOOD CITRUS,
SANI STICK LEMON,620923,232694,1202028923,SANI STICK LEMON,1201172831,BM WATER .5L 24PK,8,100,BM WATER .5L 24PK,
SANTA CHMNY BWL,939808,12408,1202562048,SANTA CHMNY BWL,8920214,REDDI WIP CREAM 7 OZ.(8426),1,100,SPICE TIME BASIL LEAVES,
SANTA JULIA MALBEC,0,0,1201272231,FIRST AID,1200656349,PREPARED FOODS,1,100,LIME 2 LB,
SANTA JULIA MALBEC,0,0,1201272231,FROZEN BREAKFAST AND JUICE,1200656349,MILK FRESH,1,100,LIME 2 LB,
SANTA JULIA MALBEC,0,0,1201272231,FRONT END MAGAZINES,267146739,SPECIALTY REPUBLIC OF TEA,1,100,F.EXPRESS: HEARTS OF ROMAINE,
SANTA JULIA MALBEC,0,0,1201272231,BATTERIES-A,1200656349,SHAMPOOS,1,100,LIME 2 LB,
SANTA JULIA MALBEC,177589,100803,1201272231,SANTA JULIA MALBEC,1200656349,LIME 2 LB,1,100,LIME 2 LB,
SANTA JULIA MALBEC,177589,104335,1201272231,SANTA JULIA MALBEC,932961886,STARFRUIT 25 USA,1,100,STARFRUIT 25 USA,
SANTA JULIA MALBEC,177589,103089,1201272231,SANTA JULIA MALBEC,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
SANTA JULIA MALBEC,177589,104364,1201272231,SANTA JULIA MALBEC,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
SANTA W/BEAR SEMI,942758,21313,1202569780,SANTA W/BEAR SEMI,8928229,MD BLACK FOREST TURKEY(279706),2,100,MISSION BROWN BAG TORTILLA ROU,
SARRIS CREAM ASSORTED,24116,113303,9001548,NUK ORTHO BOTTLE(265414),1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,Sarris Candies' Milk Chocolate Assorted Creams Box Shows That Variety Is the Spice of Life. You'll Never Know What You're Going to Get Wit
SAR GUMMY BEAR BUCKET,215332,12892,676301493,SAR GUMMY BEAR BUCKET,8926516,CAMPBELLS CONDENSED SOUPS(579),8,100,ALLE GROUND BEEF 80% LEAN,
SAR GUMMY BEAR BUCKET,215332,136172,676301493,SAR GUMMY BEAR BUCKET,330064000,G.E. KING SIZE WHITE BREAD,8,100,G.E. KING SIZE WHITE BREAD,
SARA LEE ARTESANO POTATO BREAD,947593,12892,1202577908,SARA LEE ARTESANO POTATO BREAD,8926516,CAMPBELLS CONDENSED SOUPS(579),131,83.43949045,ALLE GROUND BEEF 80% LEAN,
SARANAC CAN DO VARIETY 15PK,688508,15728,1202122960,SARANAC CAN DO VARIETY 15PK,8933741,BAREFOOT CELL 1.5 LT(182833),3,100,10 LICENSED PLAYBALLS,
SARANAC CAN DO VARIETY 15PK,688508,13616,1202122960,SARANAC CAN DO VARIETY 15PK,8923250,BLUE MOON 6 PK NR(287229),2,66.66666667,PUMPKIN,
SARRIS BASHCAKE,0,0,1202513367,PERFORMANCE & ADULT NUTRITION,1200656349,CHERRIES,1,100,LIME 2 LB,
SARRIS BASHCAKE,902429,113303,1202513367,SARRIS BASHCAKE,1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,
SARRIS BASHCAKE,902429,105118,1202513367,SARRIS BASHCAKE,1200455526,GM CHEERIOS,1,100,GM CHEERIOS,
SARRIS BASHCAKE,902429,100803,1202513367,SARRIS BASHCAKE,1200656349,LIME 2 LB,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,COUGH & COLD,1200656349,ENHANCERS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,COUGH & COLD,1200656349,HAIR CARE,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,CULTURED DAIRY,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,CULTURED DAIRY,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,DEODORANTS,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,DEODORANTS,1200656349,SOFT DRINKS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,FEMININE HYGIENE,1200656349,MILK FRESH,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,FLORAL DSD-RETAIL VENDOR #'S,1200656349,SOFT DRINKS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,FRESH CUT FRUIT,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,FROZEN DESSERTS AND BREADS,1200656349,SMOKING CESSATION,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,HOUSEHOLD,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,HOUSEWARES,1200656349,LOCAL HOME GROWN PRODUCE(CASH),1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,INCONTINENCE PRODUCTS,1200656349,MEAL SOLUTIONS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,MARGARINE & BUTTERS,1200656349,BEEF,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,MISC. CONSTANTS,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,NATURAL PRODUCTS,1200656349,MILK FRESH,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,NOVELTIES,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,NUTS,1200656349,BEEF,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,ONIONS,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,ORAL HYGIENE,1200656349,CITRUS:BAGGED,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,ORAL HYGIENE,1200656349,COUGH & COLD,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,ORGANICS,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,ORGANICS,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,PAPER PRODUCTS,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,PEARS,1200656349,MILK FRESH,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,PERFORMANCE & ADULT NUTRITION,1200656349,BEEF,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,PERFORMANCE & ADULT NUTRITION,1200656349,VALU KING DOLLAR GM PRODUCT,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,PHOTO,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,ASIAN AND THAI,1200656349,POTATOES PREMIUM,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,BEERS - SPECIALTY & MICRO,1200656349,SMOKEHOUSE,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,BANANAS,1200656349,PLAYBALLS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,BEERS - SPECIALTY & MICRO,1200656349,SNACK CAKES,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,BRUSHES,1200656349,VEGAN/VEGETARIAN CONDIMENTS,1,100,LIME 2 LB,
SARRIS CARAMELS,0,0,150763270,BULK CANDY,1200656349,SHAMPOOS,1,100,LIME 2 LB,
HARD CAP DARK CHOCOLATE,936704,12730,1202557271,HARD CAP DARK CHOCOLATE,8920104,BM TOMATOES 28-29 OZ(245556),4,100,GRAPE BLACK,"Sarris Hard Caps, Dark Chocolate - 16 Oz"
HARD CAP MILK CHOCOLATE,936705,40323,1202557270,HARD CAP MILK CHOCOLATE,9000353,BM EGGS LARBM 18CT(369393),22,73.33333333,STFD CHICKEN CORDON BLEU,Sarris Milk Chocolate Hard Cap - 16 Oz
SCHICK HYDROSILK 5 SENSITIVE,888385,12892,1202489954,SCHICK HYDROSILK 5 SENSITIVE,8926516,CAMPBELLS CONDENSED SOUPS(579),6,100,ALLE GROUND BEEF 80% LEAN,Schick Hydro Silk Sensitive Care Disposable Razors
SCHICK INT NOUR COCO ALM RZR,309308,12973,1201204268,SCHICK INT NOUR COCO ALM RZR,8922115,CLASSICO SAUCE(11472),7,100,PEAR BOSC USA 40LB,Schick Intuition Pure Nourishment Womens Razor With Coconut Milk & Almond Oil
SARRIS HAPPY BIRTHDAY CAKE KIT,904814,34050,1202513361,SARRIS HAPPY BIRTHDAY CAKE KIT,8939609,BM SRPING AND DISTILLED H20(329382),4,100,TALL INFUSIONS 09,
SARRIS HAPPY BIRTHDAY CAKE KIT,904814,29083,1202513361,SARRIS HAPPY BIRTHDAY CAKE KIT,8935493,CLASSIC COOKIES 12OZ(317408),4,100,GRAPE RED SEEDLESS,
SARRIS HIGH HEEL W/8PC,0,0,1202513369,WINE - PREMIUM CABERNET,428368000,MARGARINE-BOWLS,1,100,KEEB TOASTED MEDLEY,
SARRIS HIGH HEEL W/8PC,0,0,1202513369,WINE - PREMIUM CABERNET,428368000,STARBUCKS TEAS,1,100,KEEB TOASTED MEDLEY,
SARRIS HIGH HEEL W/8PC,0,0,1202513369,WINE - PREMIUM CABERNET,428368000,STARBUCKS VIA,1,100,KEEB TOASTED MEDLEY,
SARRIS HIGH HEEL W/8PC,0,0,1202513369,WINE - PREMIUM CHARDONNAY,428368000,CHILDREN'S VIDEOS,1,100,KEEB TOASTED MEDLEY,
SARRIS HIGH HEEL W/8PC,0,0,1202513369,WINE - PREMIUM CHARDONNAY,428368000,FRUIT SNACKS,1,100,KEEB TOASTED MEDLEY,
SARRIS HIGH HEEL W/8PC,0,0,1202513369,WINE - PREMIUM CHARDONNAY,428368000,KOSHER ITEMS,1,100,KEEB TOASTED MEDLEY,
SARRIS HIGH HEEL W/8PC,0,0,1202513369,WINE - PREMIUM CHARDONNAY,428368000,SHAMPOOS,1,100,KEEB TOASTED MEDLEY,
SARRIS HIGH HEEL W/8PC,902425,10977,1202513369,SARRIS HIGH HEEL W/8PC,428368000,KEEB TOASTED MEDLEY,1,100,KEEB TOASTED MEDLEY,
SARRIS HIGH HEEL W/8PC,902425,100803,1202513369,SARRIS HIGH HEEL W/8PC,1200656349,LIME 2 LB,1,100,LIME 2 LB,
SAUCY LOVE U BYE HAZY IMP 6CN,711611,115046,1202147549,SAUCY LOVE U BYE HAZY IMP 6CN,597000934,POT YUKON GOLD 5 LB,1,100,POT YUKON GOLD 5 LB,
SAUCY LOVE U BYE HAZY IMP 6CN,711611,115003,1202147549,SAUCY LOVE U BYE HAZY IMP 6CN,1200921149,IC CAKE CARVEL OREO,1,100,IC CAKE CARVEL OREO,
SAUCY LOVE U BYE HAZY IMP 6CN,711611,116229,1202147549,SAUCY LOVE U BYE HAZY IMP 6CN,1201116875,BM PURIFIED WATER 20 OZ,1,100,BM PURIFIED WATER 20 OZ,
SEGHESIO SONOMA ZINFANDEL,141244,123215,410993734,SEGHESIO SONOMA ZINFANDEL,4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,Seghesio Family Vineyards Zinfandel
SEGHESIO SONOMA ZINFANDEL,141244,12286,410993734,SEGHESIO SONOMA ZINFANDEL,8921416,BUITONI PASTA(5621),2,100,L'OREAL V/P LIP-BLOOMING ROSE,Seghesio Family Vineyards Zinfandel
SM AFRICAN BLK SOAP MUD MASK,586834,12749,1201939465,SM AFRICAN BLK SOAP MUD MASK,8928682,BELGIOIOSO PARM(213189),2,100,MNTN OCEAN SKN TRIP SOAP,SheaMoisture African Black Soap Clarifying Mud Mask
SAUZA MARGARITA BAG,15165,15576,8933886,HEINEKEN 12PK LNNR(204856),8925658,8 PIECE(214334),43,51.80722892,LOREAL KIDS CARN BRY RND SHMPO,
SAV 2 PACK FASHION,0,0,1202366752,YOGURT,873445435,BEEF,2,100,BEEF RND MD CAB SIRLN TIP RST,
SAV 2 PACK FASHION,0,0,1202366752,COLORING & ACTIVITY BOOKS,873445435,PLAYBALLS,2,100,BEEF RND MD CAB SIRLN TIP RST,
SAV 2 PACK FASHION,860886,101587,1202366752,SAV 2 PACK FASHION,873445435,BEEF RND MD CAB SIRLN TIP RST,2,100,BEEF RND MD CAB SIRLN TIP RST,
SAV 2 PACK FASHION,860886,108984,1202366752,SAV 2 PACK FASHION,15032121,BRUMMEL BROWN SPRD BOWL,2,100,BRUMMEL BROWN SPRD BOWL,
SAV 2 PACK FASHION,860886,108373,1202366752,SAV 2 PACK FASHION,367000838,100% HAM SALAD,2,100,100% HAM SALAD,
SAV 3 PACK METAL,0,0,1202366789,VAGINAL TREATMENT,465976000,CHILDREN'S VIDEOS,1,100,UD 100% ORG JUICE 4408,
SAV 3 PACK METAL,0,0,1202366789,VAGINAL TREATMENT,465976000,TRADITIONAL WHITE BREAD,1,100,UD 100% ORG JUICE 4408,
SAV 3 PACK METAL,0,0,1202366789,VALENTINE PLUSH,465976000,ALL OTHER STATIONERY,1,100,UD 100% ORG JUICE 4408,
SAV 3 PACK METAL,0,0,1202366789,VALENTINES DAY CARDS,465976000,BAGGED CITRUS LEMONS/LIMES,1,100,UD 100% ORG JUICE 4408,
SAV 3 PACK METAL,0,0,1202366789,HERBAL/MEDICINAL TEA,526000070,GRAPES BLACK,1,100,CHICKN GE 806 SPLIT BREAST USA,
SAV 3 PACK METAL,0,0,1202366789,HMK EVERYDAY GIFT BAGS,526000070,PRETZELS,1,100,CHICKN GE 806 SPLIT BREAST USA,
SAV 3 PACK METAL,0,0,1202366789,HMK SEASONAL GIFT BAGS,526000070,WINE - OTHER RED WINES,1,100,CHICKN GE 806 SPLIT BREAST USA,
SAV 3 PACK METAL,0,0,1202366789,LIQUOR 50 ML.,273680394,DONUTS - PLU,1,100,S PACZKI - 6 COUNT,
SAV 3 PACK METAL,861120,115891,1202366787,SAV 3 PACK METAL,1200016759,KERRY GOLD IRISH BUTTER,2,100,KERRY GOLD IRISH BUTTER,
SAV 3 PACK METAL,861121,111615,1202366788,SAV 3 PACK METAL,1201239974,KR IWS AMERICAN TWIN PACK,1,100,KR IWS AMERICAN TWIN PACK,
SAV 3 PACK METAL,861124,103312,1202366789,SAV 3 PACK METAL,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
SAV 3 PACK METAL,861124,108444,1202366789,SAV 3 PACK METAL,465976000,UD 100% ORG JUICE 4408,1,100,UD 100% ORG JUICE 4408,
SAV 3 PACK METAL,861124,105118,1202366789,SAV 3 PACK METAL,1200455526,GM CHEERIOS,1,100,GM CHEERIOS,
SAV 3 PACK METAL,861124,104364,1202366789,SAV 3 PACK METAL,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
SAV 3 PACK PLASTIC,861376,12414,1202366845,SAV 3 PACK PLASTIC,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),2,100,MARLEY GREEN TEA WITH HONEY,
SAV 3 PACK PLASTIC,861378,133039,1202366846,SAV 3 PACK PLASTIC,1201147172,* ALLEGRA D 24 HR 15 CT,1,100,* ALLEGRA D 24 HR 15 CT,
SAV 3 PACK PLASTIC,861378,126429,1202366846,SAV 3 PACK PLASTIC,1200771194,REYNOLDS FOIL 30SQ FT,1,100,REYNOLDS FOIL 30SQ FT,
SAV 3 PACK PLASTIC,861378,14060,1202366846,SAV 3 PACK PLASTIC,8925207,32OZ PEDIALYTE LIQUID(1154),1,100,DUNKIN GROUND HAZELNUT,
SAV CLR RDR BASIC SEMI RIM,0,0,1202366575,FRESH FISH FILLETS,267146739,MOTHERS DAY CARDS,1,100,F.EXPRESS: HEARTS OF ROMAINE,
SAV CLR RDR BASIC SEMI RIM,0,0,1202366579,LAMPS-A,1200879845,WINE - PREMIUM CABERNET,1,100,HANOVER CANDIED SWEET POTATOES,
SAV CLR RDR BASIC SEMI RIM,860504,10413,1202366579,SAV CLR RDR BASIC SEMI RIM,1200879845,HANOVER CANDIED SWEET POTATOES,1,100,HANOVER CANDIED SWEET POTATOES,
SAV CLR RDR BASIC SEMI RIM,860504,12386,1202366579,SAV CLR RDR BASIC SEMI RIM,8920086,FRISKIES WET CAT FOOD 5.5 OZ(11825),1,100,"FW 19"" CAGE W/ZOMBIE FIGURE",
SAV CLR RDR BASIC SEMI RIM,860506,126470,1202366577,SAV CLR RDR BASIC SEMI RIM,74701461,BM WHOLE CHOC PLASTIC 13895,1,100,BM WHOLE CHOC PLASTIC 13895,
SAV CLR RDR BASIC SEMI RIM,860508,10207,1202366575,SAV CLR RDR BASIC SEMI RIM,1202438308,BRAIDED STRUDEL MIXED BERY 4CT,1,100,BRAIDED STRUDEL MIXED BERY 4CT,
SAV CLR RDR BASIC SEMI RIM,860508,103089,1202366575,SAV CLR RDR BASIC SEMI RIM,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
SAV CLR RDR BASIC SEMI RIM,860508,106584,1202366575,SAV CLR RDR BASIC SEMI RIM,1200002007,CARROT PREMIUM PETITES,1,100,CARROT PREMIUM PETITES,
SAV CLR RDR BASIC SEMI RIM,860508,1076,1202366575,SAV CLR RDR BASIC SEMI RIM,1202439031,ORTEGA REFRIED BEANS FAT FREE,1,100,ORTEGA REFRIED BEANS FAT FREE,
SAV FLDNG READERS RIMLESS CS,0,0,1202366764,"2"" - 12"" BULBS",995396220,HERBS/SPICES/SPROUTS,1,100,NIC REESE PB HEART 6PACK,
SAV FLDNG READERS RIMLESS CS,0,0,1202366764,"6""-10"" BLOOMING PLANTS",995396220,MILK FRESH,1,100,NIC REESE PB HEART 6PACK,
SAV FLDNG READERS RIMLESS CS,0,0,1202366764,ACCESSORY GIFT ITEMS,995396220,CHEESE,1,100,NIC REESE PB HEART 6PACK,
SAV FLDNG READERS RIMLESS CS,0,0,1202366764,CONVENIENCE FOODS,2404000,SOFT DRINKS,1,100,PARKAY QTRS,
SAV FLDNG READERS RIMLESS CS,0,0,1202366764,COSMETICS & COTTON,2404000,CARROTS,1,100,PARKAY QTRS,
SAV FLDNG READERS RIMLESS CS,0,0,1202366764,KITCHEN GADGETS-A,1201729743,NON ALCOHOLICS - BEER,1,100,MD SRIRACHA SAUCE,
SAV FLDNG READERS RIMLESS CS,0,0,1202366764,AS SEEN ON TV,2404000,PRETZELS,1,100,PARKAY QTRS,
SAV FLDNG READERS RIMLESS CS,861045,100103,1202366764,SAV FLDNG READERS RIMLESS CS,995396220,NIC REESE PB HEART 6PACK,1,100,NIC REESE PB HEART 6PACK,
SAV FLDNG READERS RIMLESS CS,861045,103909,1202366764,SAV FLDNG READERS RIMLESS CS,1201729743,MD SRIRACHA SAUCE,1,100,MD SRIRACHA SAUCE,
SAV FLDNG READERS RIMLESS CS,861045,10207,1202366764,SAV FLDNG READERS RIMLESS CS,1202438308,BRAIDED STRUDEL MIXED BERY 4CT,1,100,BRAIDED STRUDEL MIXED BERY 4CT,
SAV FLDNG READERS RIMLESS CS,861045,100704,1202366764,SAV FLDNG READERS RIMLESS CS,2404000,PARKAY QTRS,1,100,PARKAY QTRS,
SAV FLEX 3,0,0,1202366678,SALADS CRUNCHY BLENDS,1201529069,ESSENTIAL OILS,1,100,EARTHWISE REUSABLE BURLAP BAG,
SAV FLEX 3,0,0,1202366680,SPECIALTY SUPPLEMENTS,975958351,WINE - ZINFANDEL,1,100,BM SAUERKRAUT,
SAV FLEX 3,0,0,1202366680,EYE & EAR CARE,1200656349,CITRUS:BAGGED,1,100,LIME 2 LB,
SAV FLEX 3,0,0,1202366680,FIRST AID,1200656349,SNACKS,1,100,LIME 2 LB,
SAV FLEX 3,0,0,1202366678,KITCHEN GADGETS-A,1201729743,CHILDREN'S VIDEOS,1,100,MD SRIRACHA SAUCE,
SAV FLEX 3,0,0,1202366680,BEERS - SPECIALTY & MICRO,1200656349,BAR WARE-A,1,100,LIME 2 LB,
SAV FLEX 3,0,0,1202366680,BEERS - SPECIALTY & MICRO,1200656349,NOODLES/DUMPLINGS,1,100,LIME 2 LB,
SAV FLEX 3,860589,113303,1202366675,SAV FLEX 3,1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,
SAV FLEX 3,860589,110962,1202366675,SAV FLEX 3,1201203313,ES SWEET KALE SALAD,1,100,ES SWEET KALE SALAD,
SAV FLEX 3,860591,106625,1202366678,SAV FLEX 3,1201529069,EARTHWISE REUSABLE BURLAP BAG,1,100,EARTHWISE REUSABLE BURLAP BAG,
SAV FLEX 3,860591,101587,1202366678,SAV FLEX 3,873445435,BEEF RND MD CAB SIRLN TIP RST,1,100,BEEF RND MD CAB SIRLN TIP RST,
SAV FLEX 3,860591,101881,1202366678,SAV FLEX 3,391377692,B&L PORT WINE CHEESE CUP,1,100,B&L PORT WINE CHEESE CUP,
SAV FLEX 3,860591,103909,1202366678,SAV FLEX 3,1201729743,MD SRIRACHA SAUCE,1,100,MD SRIRACHA SAUCE,
SAV FLEX 3,860595,103753,1202366680,SAV FLEX 3,1200234322,FRENCH ONION DIP 3500,1,100,FRENCH ONION DIP 3500,
SAV FLEX 3,860595,100803,1202366680,SAV FLEX 3,1200656349,LIME 2 LB,1,100,LIME 2 LB,
SAV FLEX 3,860595,107897,1202366680,SAV FLEX 3,975958351,BM SAUERKRAUT,1,100,BM SAUERKRAUT,
SAV FLEX 3,860595,101881,1202366680,SAV FLEX 3,391377692,B&L PORT WINE CHEESE CUP,1,100,B&L PORT WINE CHEESE CUP,
SAV FX TR90 MED FULL RDRS 200,860541,104364,1202366655,SAV FX TR90 MED FULL RDRS 200,273680394,S PACZKI - 6 COUNT,2,100,S PACZKI - 6 COUNT,
SAV FX TR90 MED FULL RDRS 250,860542,116108,1202366656,SAV FX TR90 MED FULL RDRS 250,1200009862,DASANI .5 LT 24 PK,1,100,DASANI .5 LT 24 PK,
SAV FX TR90 MED FULL RDRS 250,860542,103089,1202366656,SAV FX TR90 MED FULL RDRS 250,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
SAV FX TR90 MED FULL RDRS 300,0,0,1202366658,WINE - REGIONALS,1200127744,LIQUOR - TEQUILA,1,100,SWISS PREMIUM LEMONADE10%JUICE,
SAV FX TR90 MED FULL RDRS 300,0,0,1202366658,WINE - REGIONALS,1200127744,POTATOES PREMIUM,1,100,SWISS PREMIUM LEMONADE10%JUICE,
SAV FX TR90 MED FULL RDRS 300,0,0,1202366658,WINE - REGIONALS,1200127744,SPECIALTY & HARDBOND BOOKS,1,100,SWISS PREMIUM LEMONADE10%JUICE,
SAV FX TR90 MED FULL RDRS 300,0,0,1202366658,WINE - REGIONALS,1200127744,STARBUCKS VIA,1,100,SWISS PREMIUM LEMONADE10%JUICE,
SAV FX TR90 MED FULL RDRS 300,0,0,1202366658,REFRIGERATED DESSERTS,1200068372,HERBS/SPICES/SPROUTS,1,100,SPECTRUM ORGANIC FLAX OIL,
SAV FX TR90 MED FULL RDRS 300,0,0,1202366658,ROSE BOUQUETS,1200068372,HERBS/SPICES/SPROUTS,1,100,SPECTRUM ORGANIC FLAX OIL,
SAV FX TR90 MED FULL RDRS 300,0,0,1202366658,LEMON/LIME & CITRUS,620000235,PLAYBALLS,1,100,APL GRANNY SMITH 3 LB,
SAV FX TR90 MED FULL RDRS 300,0,0,1202366658,CANNED FISH MISCELLANEOUS,1200068372,ALL FMLY 48-64 OZ BETTER 4 U,1,100,SPECTRUM ORGANIC FLAX OIL,
SAV FX TR90 MED FULL RDRS 300,860544,11021,1202366658,SAV FX TR90 MED FULL RDRS 300,1200127744,SWISS PREMIUM LEMONADE10%JUICE,1,100,SWISS PREMIUM LEMONADE10%JUICE,
SAV FX TR90 MED FULL RDRS 300,860544,101355,1202366658,SAV FX TR90 MED FULL RDRS 300,1200068372,SPECTRUM ORGANIC FLAX OIL,1,100,SPECTRUM ORGANIC FLAX OIL,
SAV FX TR90 MED FULL RDRS 300,860544,104190,1202366658,SAV FX TR90 MED FULL RDRS 300,620000235,APL GRANNY SMITH 3 LB,1,100,APL GRANNY SMITH 3 LB,
SAV FX TR90 RIMLESS RDRS 250,0,0,1202366650,WINE - OTHER RED WINES,15032121,DONUTS - PLU,1,100,BRUMMEL BROWN SPRD BOWL,
SAV FX TR90 RIMLESS RDRS 250,0,0,1202366650,WINE - OTHER RED WINES,15032121,PLAYBALLS,1,100,BRUMMEL BROWN SPRD BOWL,
SAV FX TR90 RIMLESS RDRS 250,0,0,1202366650,WINE - OTHER RED WINES,15032121,WINE - PREMIUM CABERNET,1,100,BRUMMEL BROWN SPRD BOWL,
